POOR	1	2
ACCU	8	49
NEAR	4	9
FARE	1	1
ACCO	13	82
YEAR	1	1
SCOR	1	2
ACCI	2	14
SCOP	1	1
ACCE	10	41
POPP	2	5
FART	2	7
TODA	1	1
STOR	7	13
STOP	4	13
OPTI	8	34
EXAC	2	4
SPHE	1	2
ISLA	1	2
EXAM	7	30
FRUI	1	4
STRU	7	40
EXCU	1	5
FRUS	2	14
SCRA	2	7
UNAF	1	6
UNAC	1	8
UNAB	1	2
SPIR	1	2
POPU	5	27
SPIN	2	2
FASC	1	7
SLAS	1	3
STRE	9	38
EXCE	15	76
STRA	7	32
EXCH	4	20
EXCI	1	4
STRO	3	10
EXCL	3	17
FAST	2	5
NECE	5	34
STRI	9	26
EXER	3	12
UNBO	3	12
GIBB	1	5
POST	4	14
UNBI	1	4
STUC	1	1
FAVO	4	11
POTE	2	12
STUF	1	1
STUD	6	18
UNCH	1	5
STUN	1	4
JERS	1	2
STUM	1	3
UNAN	1	6
UNAM	1	9
ACID	1	1
PORT	5	20
ISOL	3	14
SCRE	1	2
UNAV	2	13
ISOM	2	13
SCRO	1	3
UNAS	1	6
GIAN	1	1
POSI	4	15
EXEC	6	27
NEED	4	8
POSE	1	1
POSS	4	24
SPLI	3	8
ACHI	7	37
APAR	1	1
TOGE	1	4
UNBA	1	6
AGRI	1	8
AGRE	2	3
EXHA	3	15
UNDU	1	1
EXHI	4	18
RIDI	1	6
UNCL	1	8
NEGA	5	17
NEGL	2	11
UNDI	2	14
CRAW	2	4
RICH	1	2
CRAT	1	2
POUN	1	2
UNDE	13	86
CRAS	1	1
HYBR	1	2
UNFO	4	27
NEIT	1	3
CIRC	13	72
SLIG	3	11
SLID	2	3
STYL	2	5
TOLE	3	15
CEIL	1	3
ACKN	2	22
SHAD	1	1
BOAR	1	1
SPOT	1	4
DYNA	3	14
POWE	3	7
CISC	1	1
UNEX	1	6
ISSU	3	5
NEIG	2	9
TOKE	2	3
UNFA	1	6
EXIS	4	12
EXIT	2	4
CELE	2	11
CITI	1	2
SPRU	1	2
CITE	1	1
CITA	1	4
MOBI	1	2
ATOM	2	3
CRED	2	9
UNIF	3	14
CREA	8	29
UNIO	1	1
CACH	3	6
SHAR	5	9
SHAP	2	3
CEME	1	2
SHAL	1	1
