SCR	4	16
HOL	4	9
HON	2	6
HOM	4	17
HOP	1	1
HOO	1	1
HOR	3	20
HOT	2	7
HOS	1	1
HOV	1	3
SEA	11	50
HOU	3	5
SEC	7	28
HOW	1	4
SEE	9	23
SEG	2	9
FLA	8	22
SEM	5	26
SEL	11	41
SEN	10	46
FLE	2	13
SEQ	5	34
SEP	8	52
SER	12	45
FLI	6	19
SET	5	15
SEV	4	15
FLO	7	18
FLU	1	3
JUD	4	22
DIA	8	39
BEA	5	13
DIC	6	31
BED	1	4
DIF	13	84
BEC	5	19
BEF	2	10
JUN	2	11
BEE	1	1
DIG	7	28
JUM	2	3
BEH	4	15
BEG	5	15
DIL	1	4
BEI	1	2
LYS	1	3
BEL	8	31
DIN	1	2
DIM	4	28
JUS	6	28
BEN	7	39
DIP	1	6
DIR	10	52
DIS	63	419
BET	2	7
DIV	13	66
BES	3	8
BEW	2	9
WOO	2	6
BEY	1	3
WON	1	6
WOR	22	74
WOU	2	4
SHA	9	23
SHE	6	20
SHI	7	26
FOC	4	15
SHO	17	56
SHR	3	9
ULT	1	7
SHU	3	15
FOL	9	38
FON	2	3
FOO	3	15
FOR	31	134
FOU	5	17
SIB	2	9
SID	2	3
SIG	12	62
SIM	20	121
SIL	1	3
SIN	7	18
SIT	5	17
SIX	1	2
SIZ	3	5
WRA	4	12
UNB	5	27
UNA	8	58
UND	17	118
UNC	2	15
UNF	5	38
UNE	1	7
WRI	4	13
UNI	16	77
UNL	6	23
OBE	2	3
UNK	2	12
UNN	2	18
UNM	1	5
WRO	2	4
OBJ	4	20
UNP	2	17
UNO	2	13
UNR	4	29
UNT	2	8
BIA	1	1
HUG	1	1
UNS	11	64
BID	1	10
UNV	1	6
UNU	2	7
UNW	3	19
HUN	2	9
OBT	2	8
BIG	1	3
HUM	2	5
OBS	7	45
OBV	1	4
BIL	5	21
BIN	4	10
HUS	1	4
BIP	1	6
BIO	4	24
BIR	3	8
BIT	1	1
SKE	2	8
OCC	13	72
OCE	1	2
SKI	7	20
FRA	8	37
FRE	11	46
FRI	5	30
SKY	1	8
OCT	1	2
FRO	5	12
FRU	3	21
UPD	4	16
SLA	1	4
UPG	1	4
SLI	6	24
UPP	2	8
UPO	1	1
SLO	6	15
DOC	5	36
UPS	1	3
DOE	1	1
SLU	1	1
UPW	1	4
DOI	1	2
DOL	2	7
DON	1	1
DOM	5	24
DOO	1	1
SMA	3	11
DOT	1	1
DOV	1	6
DOU	6	21
DOW	4	19
DOZ	2	5
MAC	3	17
SMI	1	2
MAD	1	1
MAG	4	22
MAI	9	47
SMO	1	3
BLA	4	13
MAK	3	6
MAJ	2	7
MAL	2	8
MAN	18	114
MAP	2	5
MAS	5	11
MAR	16	48
MAT	19	104
BLO	3	11
MAY	1	2
MAX	6	29
MAZ	2	3
SNA	1	2
BLU	3	8
OFF	7	23
SNI	1	4
HYB	1	3
HYD	1	6
FUL	2	3
OFT	1	2
FUN	6	48
HYP	4	29
FUR	3	17
USA	1	2
FUT	2	6
SOC	2	9
USE	6	12
USI	1	2
SOF	2	6
SOM	9	41
SOL	11	34
DRA	11	51
SOO	1	1
SON	2	3
SOP	1	10
USU	2	6
SOR	4	10
SOU	5	15
DRI	4	10
DRO	3	7
SPA	9	32
DRU	1	1
SPE	28	147
SPH	1	3
UTI	1	4
SPI	4	8
SPL	3	11
SPO	2	6
SPR	6	32
BOA	1	2
BOD	2	4
BOG	1	2
BOL	2	3
BON	2	4
BOO	4	13
BOR	2	5
BOT	6	22
BOS	2	4
MEA	13	63
BOU	9	36
BOX	1	3
MEC	5	35
MEE	2	3
MED	4	14
MEM	3	15
SQU	2	7
MEN	5	16
MES	2	9
MER	7	22
MET	6	29
DUA	1	1
DUM	3	5
DUP	3	20
DUR	3	14
DUT	1	2
BRA	9	34
BRE	7	32
BRI	9	26
BRO	10	33
STA	36	137
BRU	1	2
STE	6	13
OLD	2	5
STI	4	14
DWA	1	3
STO	14	43
STR	35	181
DWE	1	2
STU	10	37
STY	2	7
SUC	11	64
SUB	41	275
SUG	4	22
SUF	7	38
MIC	2	15
OME	1	2
SUI	5	22
MID	1	3
KEE	3	7
MIG	1	2
OMI	6	23
SUM	7	32
SUN	1	5
MIK	1	1
SUP	21	137
MIM	2	8
SUS	2	13
MIL	7	34
SUR	14	74
KEL	1	2
MIN	12	46
MIS	15	72
KEP	1	1
MIR	2	7
KER	1	3
MIT	1	5
MIX	3	9
KEY	4	15
ONC	1	1
ONE	1	1
ONL	1	1
BUF	3	10
ONT	1	1
BUG	1	1
BUI	5	16
BUL	1	1
DYN	3	17
SWA	4	12
BUR	4	18
BUT	2	10
SWE	3	7
BUS	2	6
SWI	6	22
BUY	2	5
SWO	1	2
OPA	1	3
OPE	12	55
ZER	1	1
OPI	1	5
IDE	14	79
OPP	4	27
IDI	3	11
IDL	1	1
OPT	8	42
QUA	16	99
QUE	6	22
KIC	1	4
QUI	5	25
SYM	6	28
SYN	5	28
QUO	4	13
SYS	3	18
GAI	4	10
KIL	2	5
KIN	3	7
GAM	3	5
GAL	1	4
KIS	1	1
GAR	2	6
GAU	1	2
GAT	3	13
ORA	1	3
ORD	4	14
ORG	7	48
ORI	9	50
ORP	2	8
BYP	4	24
BYT	2	3
MOB	1	3
MOD	19	90
MOM	3	16
MOL	3	17
MOO	1	1
MON	9	39
MOS	2	6
IGN	4	16
MOR	3	9
MOU	2	11
MOT	7	38
MOV	7	18
VAC	1	4
VAG	1	2
VAL	12	54
OTH	3	11
VAR	12	54
VAS	2	4
EAC	1	1
EAG	2	4
OUR	2	7
OUT	18	87
GEO	4	27
GEN	28	159
EAS	5	12
EAR	3	11
GET	2	5
OVE	26	160
KNE	1	1
KNO	6	17
ECC	1	9
ECO	5	29
TAB	7	25
VEC	2	7
VEH	2	9
OXF	1	3
VEL	2	12
TAI	3	6
TAL	5	11
VEN	1	6
TAK	4	8
TAN	5	31
TAP	1	1
VER	14	65
TAR	1	3
VES	3	12
TAS	2	3
ILL	7	54
EDG	3	5
TAU	1	3
EDI	4	16
EDU	3	18
MUC	1	1
IMA	5	19
GIA	1	2
GIB	1	6
CAC	3	9
