ABECE	4	19
AMEBI	5	12
AMEBO	2	6
AMEBE	4	4
SEDIZ	7	33
SEDIM	63	444
SEDIN	3	3
SEDIL	2	2
SIPUN	2	12
SEDIO	11	30
SEDIU	3	10
SEDIA	6	16
SEDIC	11	43
MODUL	59	261
YUPPI	3	7
ZAPPA	41	157
SIPON	4	16
ZAPPE	60	337
PUDIC	7	20
PUDIB	5	25
ZAPOT	4	14
PUDIN	1	1
SEDEV	6	12
ZAPPI	7	18
SEDES	6	16
SEDET	4	9
ZAPPO	44	221
SEDEC	1	3
SEDEM	1	2
SEDEN	38	309
SEDER	20	57
SEDOT	4	8
IREBB	2	4
PUDOR	2	2
ABDUT	9	43
ABDUS	3	8
ABDUR	13	52
ABDUZ	2	8
ABDUC	25	89
ABDUA	4	8
BODRI	1	3
GNEIS	1	1
FADIN	1	1
FADIG	1	1
EUDIO	4	22
BODON	5	17
BODOL	1	1
EUDER	6	23
EUDEM	18	127
ABDOT	4	8
IRENI	13	45
SEDUS	3	8
SEDUT	17	68
SEDUZ	2	8
CUPUL	4	22
SEDUC	28	107
IREMM	1	1
SEDUL	2	4
SEDUR	13	52
CUPRO	8	55
SPEAK	3	15
CUPRE	8	20
CUPRI	12	35
CUPRA	8	44
GNETA	2	4
TREAG	1	2
ZAPTI	1	1
ABDIC	48	220
TREAL	1	4
BODIN	1	1
TREAT	1	4
SPECO	5	12
SPECK	1	1
SEEDL	1	3
SPECU	64	352
SPECI	160	1101
SPECH	1	1
SPECC	53	317
DAPPR	3	14
DAPPO	11	52
DAPPI	3	5
DAPPE	1	6
CAVUR	10	44
PAKIS	4	16
CUPOL	17	59
CUPON	2	2
PUEBL	1	1
IREST	2	2
GELAN	4	7
GELAM	3	10
GELAR	3	6
GELAD	1	1
GELAT	98	629
GELAS	8	22
GELAV	6	12
GELAZ	2	8
ECPIR	1	3
ELLEP	1	1
NAVAH	2	2
ELLER	1	1
NAVAL	13	77
STORA	2	4
NAVAJ	2	2
STORC	44	187
REINF	44	303
REING	4	19
NAVAC	2	5
REINC	81	600
ELLEB	4	16
REINN	41	284
NAVAZ	4	8
MOCOC	2	3
REINT	128	1025
REINV	88	611
FERIV	6	12
NAVAT	3	3
ELLEN	60	364
NAVAR	9	31
NAVAS	4	9
REINS	173	1243
SECED	47	187
FERIN	6	13
FERIT	18	54
FERIS	12	32
FERIR	15	44
SECEN	18	102
FERIG	1	2
FERIM	3	10
SECER	43	218
SECES	11	82
REIMB	42	306
FERIA	4	8
FERIB	2	6
STOPP	109	538
REIMP	127	942
SECHI	3	8
CURLI	1	2
UVIFE	4	8
SECHE	12	50
NUOVA	5	37
DULCO	1	4
PLIST	2	10
PLISS	47	321
DULCI	15	70
STOSC	36	300
NUOVI	5	15
STORT	56	240
OLOTU	4	18
STORM	86	497
AMFET	2	10
STORN	94	529
STORP	57	303
STORS	3	5
STORR	1	1
STORD	64	312
OLOTI	2	4
STORI	119	696
SIONI	9	36
STOMO	2	6
SECAR	2	4
SECAS	6	16
STOMI	44	255
SECAV	6	12
SECAT	4	4
ELLAD	4	13
NAVET	2	4
FERET	5	13
NAVER	1	3
STOMA	83	447
CURIN	1	1
CURIO	98	617
DULCA	6	40
STOLZ	42	169
FEREN	5	15
STOLO	6	28
FEREC	12	64
SECAN	4	7
STOLS	3	5
SECAM	1	2
STOLT	10	33
STOLG	4	8
STOLI	10	43
STOLL	2	2
OSCIL	66	393
PLINI	4	12
AFROS	5	7
OSCIN	2	2
AFROR	6	14
OSCIT	4	16
PAION	1	1
SECCU	6	18
PAIOL	14	39
AFROC	4	20
AFROD	4	25
PLINT	2	2
AFROM	2	8
CURIA	16	67
SECCE	1	4
FERCO	2	4
SECCH	57	273
PLIOP	5	20
SECCI	3	6
AFROA	8	61
PLIOC	6	27
SECCO	3	8
STONI	5	10
STONA	75	339
STONE	12	50
SECCA	64	240
STOND	42	169
DAREM	2	3
FLETT	41	165
NAVIG	60	276
NAVIL	4	6
NAVIM	2	18
DAREB	2	6
AFRIC	18	85
CURER	12	38
CURET	5	15
AFRIK	3	13
FLESS	43	219
FERAL	3	7
FERAC	6	21
OSCUL	49	207
ABEZZ	1	1
NAVIC	23	107
DARET	1	1
FAESI	2	4
OSCUR	75	357
DARES	2	4
RIVEL	60	264
RIVET	45	229
CURCU	8	36
RIVER	249	1566
RIVES	51	274
RIVEN	145	836
SECON	66	365
DARDI	1	3
DARDE	43	279
SGIUD	4	24
STOZZ	48	201
RIVED	48	184
SECOL	46	343
PAIUC	2	5
STOVA	2	6
CURAZ	2	4
CURBA	4	19
AFRET	1	2
CURAR	11	27
CURAS	9	28
CURAT	21	58
CURAV	6	12
CURAM	1	2
PAIUO	5	12
UXORI	12	46
CURAN	10	26
CURAP	1	3
CURAB	3	11
CURAC	1	2
CURCA	1	1
HIPPI	1	1
DARAN	1	2
REITE	49	260
RIVAG	1	3
RIVAD	3	5
REITA	1	2
RIVAC	44	309
FAENT	4	12
RIVAN	45	241
RIVAL	199	1282
FAENZ	2	2
RIVAR	54	277
BOETT	2	2
FLEMM	14	66
PEVER	14	47
UMORO	2	6
UXORA	4	8
UMORA	5	14
AFREZ	2	4
STOVI	9	49
UMORE	4	14
UMORI	10	46
ABETA	2	4
ABETE	4	12
ABETI	4	8
ABETO	2	4
AXERO	2	10
JIDDI	1	3
SECUZ	1	4
AMERI	58	431
AMERA	2	4
AMERE	8	22
UMPAP	1	2
ABERR	46	193
SECUL	1	1
SECUR	5	11
NAVON	4	12
AMETR	4	14
AMETI	6	26
AMETA	4	16
BUXAC	2	4
FLEGR	4	8
SECRE	64	307
FLEGM	1	1
AMENZ	4	10
AMENO	2	8
AMENT	7	15
AMENI	1	2
AMENA	1	5
AMEND	4	9
ABENU	2	4
ABENT	1	1
RIVIN	47	216
RIVIL	1	5
RIVIV	82	479
RIVIT	35	298
RIVIS	61	333
SIPAH	1	1
SIPAR	7	25
MODAC	2	5
MODAI	4	12
MODAN	48	201
MODAL	5	13
ZAPAT	4	16
RIVID	3	5
RIVIE	8	30
RIVIB	42	211
RIVIC	1	4
UOVOL	1	1
EUEDR	2	6
FLECH	1	1
MODIF	57	373
MODIC	6	14
PUDDI	3	9
PUDDE	46	282
FLEBO	14	77
FLEBI	5	14
FLEBE	2	12
PUDEN	4	8
PUDEL	46	236
SEDAR	2	4
SEDAV	6	12
SEDAS	6	16
SEDAT	13	36
SEDAZ	2	8
AMELL	2	2
MODEN	2	6
MODEL	78	426
SEDAM	1	2
MODER	128	753
SEDAN	7	14
AMELI	2	2
RIVUL	8	34
ABELI	6	14
MODES	11	37
ABELM	2	9
BOEIN	1	1
RIVUO	44	214
RIVOT	42	169
RIVOR	12	50
RIVOG	49	213
RIVOC	5	26
RIVOL	265	1486
RIVOM	42	253
ZUING	11	63
MODIG	6	44
MODIN	2	2
MODIO	2	4
MODIS	6	18
CUSPI	8	28
GEMEB	4	16
VORTI	58	300
GEMEN	3	6
OSFRA	2	5
GEMES	6	16
GEMER	14	42
GEMET	4	9
DUMIL	1	1
GEMEM	1	2
GEMEL	57	287
GEMEV	6	12
ZAROS	1	1
ELMET	2	4
VORRA	2	4
VORRE	8	22
TILOM	2	2
RELUC	1	3
DUMET	2	2
RELUT	1	4
GEMIC	42	185
SIRTI	4	9
BOGAR	2	2
GEMIA	2	4
GEMIT	4	6
ENSIF	2	8
GEMIN	50	202
SIRTA	1	2
LOMBO	2	14
GEMIZ	2	4
LOMBR	26	164
WOLFR	10	48
PALTO	4	17
LOMBA	23	96
ELMAT	1	1
STRUT	68	460
PALUD	60	244
PALUC	2	5
STRUZ	7	30
STRUM	76	538
STRUL	6	18
STRUP	3	9
STRUS	50	279
STRUD	1	2
STRUG	50	273
STRUF	4	14
PALUS	2	6
SIRVE	2	10
PALUZ	2	4
STRUC	87	497
STRUB	41	244
KOSHE	1	1
PALVE	3	11
TILLE	2	12
DASIU	2	4
GEMMI	13	44
ENSEM	1	3
HEGEL	11	63
LOMEN	2	4
GEMMA	30	90
GEMME	18	60
GEMMO	18	90
SISAR	2	2
SISAM	1	1
GEMMU	4	13
FESCI	1	2
FESCE	4	20
JOYST	1	3
GLABR	4	4
GEMON	2	3
GLACE	1	1
EUFUI	9	36
PEYOT	2	2
ZARIN	2	2
ZARIS	5	10
GLACI	10	54
CUSCU	9	24
GLADI	12	54
CUSCH	1	1
CUSCI	17	60
MOGAN	2	2
EUFRA	2	6
KOSOV	4	12
AOMBR	2	9
GLAGO	4	25
JIGGE	1	1
GEMUC	1	6
EUFON	9	28
REMER	12	38
GEMUT	4	4
REMEN	2	4
TIMBR	54	226
EUFOR	52	327
EUFOT	2	6
SISIF	2	2
REMEA	2	8
REMEG	41	232
REMED	2	6
TIMBA	2	6
VOSCE	2	6
REMAK	1	1
REMAM	1	2
REMAN	4	7
SKYLA	1	1
REMAI	1	4
REMAS	6	16
REMAT	8	18
REMAV	6	12
SKYLI	2	5
REMAR	2	4
GLAMO	1	2
FERVO	10	39
FERVE	38	136
FERVI	9	31
REMBA	2	4
MOGIG	2	10
FERVA	1	2
PAMEL	2	2
FERUT	2	2
FERUL	5	15
PAMFE	1	2
GLAND	7	21
IPALL	2	6
FERTI	88	683
DARWI	9	45
MOGGE	2	6
MOGGI	4	10
BOFON	41	278
CURVO	3	6
PUGIL	15	63
CURVI	21	98
FERRO	54	367
FERRU	26	151
FERRI	26	80
NAZAR	4	12
CURVA	41	142
SEGET	3	7
CURVE	18	72
FERRA	67	266
FERRE	21	76
QUACC	6	30
PHAET	1	2
DARVI	9	45
MOGLI	19	75
SCABB	6	20
SEGHE	59	324
REMOZ	1	4
CURTO	1	2
QUADE	19	100
REMOU	1	4
SEGHI	5	20
REMOV	1	5
SCABE	1	3
SISTI	6	12
CURTE	2	6
SCABI	6	18
EUFEM	8	37
SISTO	7	23
CURTI	1	1
REMPA	1	5
SISTR	2	2
GLASS	45	180
PUGLI	4	8
TIMIC	4	5
TIMID	22	77
GENAN	4	7
GENAM	1	2
QUACQ	6	30
CURSU	1	1
DARSE	2	4
SISTE	93	602
GLASN	1	3
TIMIN	3	3
SEGGE	5	22
SEGGI	22	100
SISSI	3	10
GENAR	3	6
FEROM	2	6
GENAT	4	4
FEROL	2	2
GENAS	6	16
GENAV	6	12
FEROR	2	8
CURUL	2	2
SEGGO	1	2
FEROD	2	2
REMOL	4	8
NOACH	2	6
QUADR	394	2602
REMOR	3	8
REMOT	5	10
FEROC	12	41
SEGGA	1	2
ELLIT	5	26
REMIS	14	76
REMIT	6	25
GLAUB	2	10
GLAUC	13	46
CURRI	9	45
SEGAN	8	23
FERNE	3	7
SEGAO	2	6
SEGAL	11	31
SEGAM	3	10
SEGAR	3	6
SEGAS	7	22
ZARZU	1	3
SEGAV	6	12
ELLIN	1	1
SEGAT	12	30
ENROS	2	10
ELLIS	8	42
CURSO	6	16
GENDA	8	44
SEGAB	2	6
SEGAC	4	9
SISMO	20	115
SISMI	6	20
FERMO	1	5
SEGAI	4	12
FERME	72	425
REMIC	4	5
REMIE	4	8
FERMI	10	22
REMIA	2	4
VOSIG	2	10
REMIN	3	15
FERMA	59	267
REMIG	54	234
GENEA	9	56
FERLI	2	7
PUGGI	32	112
PUGGE	12	50
GENEP	1	1
GENER	151	862
GENET	14	58
GENES	1	1
DULIM	2	6
BOFFI	2	4
TIMEL	6	16
PAMPA	3	6
PAMPH	1	3
PAMPI	14	56
PUGIA	5	25
PAMPE	6	20
PAMPS	2	14
PAMPO	2	10
PAMPL	2	8
ENTOU	1	4
ENTOT	8	30
BUZZA	4	12
ENTOZ	2	4
CUTRE	3	13
BUZZO	4	10
BUZZE	3	7
ENTOM	33	185
ENTOL	2	6
BUZZI	9	29
ADNOM	2	10
CAZZI	8	32
ECTOB	6	39
ECTOD	2	8
BUZZU	4	12
CAZZE	59	345
CAZZA	31	94
ESAZI	2	6
DATRI	2	4
GELDR	2	2
ECTOS	4	19
ECTOT	8	43
CAZZU	8	26
ECTOP	14	80
CAZZO	52	293
BOHEM	3	9
DATOR	4	10
SPELA	77	452
OSERA	2	4
GELER	12	38
OSERE	8	22
TREFO	5	12
TREGG	11	47
TREGE	2	6
TREGU	2	2
TREDI	12	59
TREDE	1	4
SPEED	1	3
COAZI	2	6
ECTLI	1	3
OSELL	2	2
NURAG	6	17
FETID	7	16
SPEDA	116	712
FETIC	14	61
SPEDI	64	266
SPEDE	15	59
GELID	11	34
ESAUT	46	285
GELIC	3	11
TREBB	52	259
ESAUS	12	49
GELIF	44	280
ENTIP	3	15
ESAUR	51	234
GELIG	2	8
ENTIT	2	6
TREBI	1	5
ESAVA	2	10
GELIA	2	4
ESAUD	54	246
GELIV	4	4
SPEGN	75	318
ENTIF	41	258
GELIN	1	1
SPEGL	1	2
TREBU	1	2
ENTIM	6	35
ESATT	17	68
TRECC	39	169
TRECE	16	108
ECTIP	2	14
PAKTO	1	2
ESATO	12	48
SPERA	51	214
TREPO	3	11
DATIN	1	1
TREPP	45	272
ESASP	52	331
TREPI	52	268
